Project_ID,Project_Type,State,District,LWE_Flag,Vendor_Tier,Vendor_Name,Land_Type,Task_Name,Task_Category,Task_Sequence,Planned_Start_Date,Planned_Duration,Actual_Duration,Delay_Reason,Monsoon_Flag
PROJ_1000,NHM - Drug Warehouse (District Level),Madhya Pradesh,Generic_District,0,3,Local Contractor,Govt Land,Land Acquisition,Regulatory,1,2023-06-19,60,94,None,1
PROJ_1000,NHM - Drug Warehouse (District Level),Madhya Pradesh,Generic_District,0,3,Local Contractor,Govt Land,Warehousing Structure,Civil,2,2023-09-26,90,162,Quality Rework,1
PROJ_1000,NHM - Drug Warehouse (District Level),Madhya Pradesh,Generic_District,0,3,Local Contractor,Govt Land,HVAC & Cold Chain Setup,Technical,3,2024-03-10,45,64,None,0
PROJ_1000,NHM - Drug Warehouse (District Level),Madhya Pradesh,Generic_District,0,3,Local Contractor,Govt Land,Racking System Install,Technical,4,2024-05-14,20,28,None,0
PROJ_1000,NHM - Drug Warehouse (District Level),Madhya Pradesh,Generic_District,0,3,Local Contractor,Govt Land,Fire & Safety Audit,Regulatory,5,2024-06-14,15,23,None,1
PROJ_1000,NHM - Drug Warehouse (District Level),Madhya Pradesh,Generic_District,0,3,Local Contractor,Govt Land,Stocking,Logistics,6,2024-07-12,30,47,None,1
PROJ_1001,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,Khunti,1,2,NCC / Nagarjuna,Tribal (CNT/SPT),Site Survey,Technical,1,2023-08-17,15,30,None,1
PROJ_1001,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,Khunti,1,2,NCC / Nagarjuna,Tribal (CNT/SPT),Civil Works,Civil,2,2023-09-19,90,216,None,1
PROJ_1001,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,Khunti,1,2,NCC / Nagarjuna,Tribal (CNT/SPT),Equipment Install,Technical,3,2024-04-26,45,81,None,0
PROJ_1001,NHM - Primary Health Centre (PHC) 24x7,Jharkhand,Khunti,1,2,NCC / Nagarjuna,Tribal (CNT/SPT),Handover,Admin,4,2024-07-19,15,36,None,1
PROJ_1002,NHM - Trauma Care Centre,Rajasthan,Generic_District,0,2,NCC / Nagarjuna,Donated,Site Clearance,Civil,1,2024-04-27,20,23,None,0
PROJ_1002,NHM - Trauma Care Centre,Rajasthan,Generic_District,0,2,NCC / Nagarjuna,Donated,Structure Construction,Civil,2,2024-05-23,90,103,None,0
PROJ_1002,NHM - Trauma Care Centre,Rajasthan,Generic_District,0,2,NCC / Nagarjuna,Donated,Radiation Shielding (X-Ray),Technical,3,2024-09-05,30,34,None,1
PROJ_1002,NHM - Trauma Care Centre,Rajasthan,Generic_District,0,2,NCC / Nagarjuna,Donated,Equipment Supply (CT/Ventilator),Procurement,4,2024-10-09,60,69,None,0
PROJ_1002,NHM - Trauma Care Centre,Rajasthan,Generic_District,0,2,NCC / Nagarjuna,Donated,Installation & Calibration,Technical,5,2024-12-17,30,34,None,0
